DISTRITO,CÓDIGO,NOMBRE,EDUCACIÓN,DEPENDENCIA,RESOLUCIÓN,FECHA DE RESOLUCIÓN,ZONA,DIRECCIÓN,ESTADO,https://sigee.sie.gob.bo/#
COCHABAMBA 2,80980471,JAIHUAYCO,Alternativa y Especial,Convenio,1157/2006,7/5/2006,-,CALLE TABLAS 980,Abierta,.
COCHABAMBA 1,80980098,JUAN ANTONIO CABRERIZO RIOS,Regular,Fiscal,R.A. 1013/2012,15/5/2012,-,21 DE DICIEMBRE PLAZUELA CARMEN,Abierta,.
COCHABAMBA 1,80980097,IV CENTENARIO,Regular,Fiscal,R.A. 01019/2009,28/5/2009,-,21 DE DICIEMBRE PLAZUELA CARMEN,Abierta,.
COCHABAMBA 2,80980100,ESTADOS UNIDOS A,Regular,Fiscal,R.A. 2199/2009,28/9/2009,3RA VILLA NORTE,ISIBORO Nro 1063,Abierta,.
COCHABAMBA 2,80980101,ANGEL HONORATO SALAZAR,Regular,Fiscal,2854/2000,14/7/2000,3RA VILLA NORTE,ISIBORO Nro 1063,Abierta,.
COCHABAMBA 2,80980536,26 DE OCTUBRE,Regular,Fiscal,0284/2009,17/2/2009,ALALAY NORTE,.,Abierta,.
COCHABAMBA 2,80980462,RENE CRESPO RICO,Regular,Fiscal,R.A. 16/2024,2/1/2024,ALALAY NORTE,CALLE 30 DE ABRIL 2 CUADRAS AL SUD,Abierta,.
COCHABAMBA 2,80980672,LIBERTAD II,Regular,Fiscal,R.A. 1661/2022,19/5/2022,ALALAY SUD,AVENIDA JUJUY ENTRE CORDOVA,Abierta,.
COCHABAMBA 2,80980256,CEFERINO NAMUNCURA,Regular,Convenio,1299/2007,22/6/2007,ALBA RANCHO,ALBA RANCHO,Abierta,.
COCHABAMBA 2,80980573,JUANA AZURDUY DE PADILLA,Regular,Fiscal,R.A. 2939/2012,29/10/2012,ALTO COCHABAMBA,VERSALLES S/N,Abierta,.
COCHABAMBA 2,80980219,ALTO COCHABAMBA,Regular,Fiscal,R.A. 1898/2009,9/9/2009,ALTO COCHABAMBA,VERSALLES S/N,Abierta,.
COCHABAMBA 2,80980646,ALTO K'ARA K'ARA,Regular,Fiscal,R.A. 056/2020,10/2/2020,ALTO KARA KARA,.,Abierta,.
COCHABAMBA 2,80980535,VOCES LIBRES,Regular,Fiscal,R.A. 2080/2008,22/12/2008,ALTO KARA KARA,.,Abierta,.
COCHABAMBA 1,80980563,1ERO. DE MAYO,Regular,Fiscal,R.A. 3526/2010,14/12/2010,ANDRADA,COMUNIDAD ANDRADA,Abierta,.
COCHABAMBA 2,80980584,1RO. DE MAYO 2,Regular,Fiscal,R.A. 1981/2013,9/8/2013,BARRIO 1RO. DE MAYO,BARRIO 1RO. DE MAYO,Abierta,.
COCHABAMBA 2,80980076,HNO. PACIFICO FELETTI,Regular,Convenio,4364/2000,3/11/2000,BARRIO 1RO. DE MAYO,BARRIO 1RO. DE MAYO,Abierta,.
COCHABAMBA 2,80980075,1RO. DE MAYO,Regular,Fiscal,219,26/4/1996,BARRIO 1RO. DE MAYO,BARRIO 1RO. DE MAYO,Abierta,.
COCHABAMBA 2,80980695,HNO. PACIFICO FELETTI I,Regular,Convenio,R.A. 3703/2024,8/8/2024,BARRIO 1RO. DE MAYO,BARRIO 1RO. DE MAYO,Abierta,.
COCHABAMBA 2,80980486,1RO. DE MAYO A,Alternativa y Especial,Convenio,R.M. 0764/2019,10/7/2019,BARRIO 1RO. DE MAYO,BARRIO 1RO. DE MAYO,Abierta,.
COCHABAMBA 2,80980010,SAN FRANCISCO DE ASIS B,Regular,Convenio,R.A. 1013/2022,22/3/2022,BARRIO DON BOSCO,AVENIDA NUESTRA SEÑORA DE LOURDES,Abierta,.
COCHABAMBA 2,80980009,SANTA CLARA DE ASIS,Regular,Convenio,R.A. 1189/2022,7/4/2022,BARRIO DON BOSCO,AVENIDA NUESTRA SEÑORA DE LOURDES,Abierta,.
COCHABAMBA 2,80980210,MARTIN CARDENAS B,Regular,Fiscal,R.A. 0465/2019,4/7/2019,BARRIO MINERO,CALLE 10 DE NOVIEMBRE S/N,Abierta,.
COCHABAMBA 2,80980211,CAMPANITA,Regular,Fiscal,R.A. 2390/2009,16/10/2009,BARRIO MINERO,CALLE 10 DE NOVIEMBRE S/N,Abierta,.
COCHABAMBA 2,80980209,LIBORIO CADIMA,Regular,Fiscal,3134/2000,24/7/2000,BARRIO MINERO,CALLE 10 DE NOVIEMBRE S/N,Abierta,.
COCHABAMBA 2,80980496,RAYITO DE LUZ,Regular,Fiscal,0706/2006,4/4/2006,BARRIO MINERO,CALLE 10 DE NOVIEMBRE S/N,Abierta,.
COCHABAMBA 2,80980459,LUIS GUZMAN ARAUJO,Regular,Fiscal,R.A. 2166/2004,4/10/2004,BARRIO MINERO ALALAY,RAFAEL BUSTILLOS PARQUE 24 DE JUNIO,Abierta,.
COCHABAMBA 2,80980476,AMERICA DEL SUR,Regular,Fiscal,6042/2005,31/10/2005,BARRIO MINERO ALALAY,AV. SIGLO XX,Abierta,.
COCHABAMBA 2,80980464,DR. DARIO MONTAÑO,Regular,Fiscal,R.A. 2808/2004,15/12/2004,BARRIO MINERO ALALAY,RAFAEL BUSTILLOS PARQUE 24 DE JUNIO,Abierta,.
COCHABAMBA 2,80980224,SAGRADA FAMILIA,Regular,Convenio,R.A. 1897/2009,9/9/2009,BASE AEREA,SANTIVAÑEZ,Abierta,.
COCHABAMBA 2,80980576,SAGRADO CORAZON DE JESUS,Regular,Convenio,R.A. 0588/2013,1/4/2013,BASE AEREA,SANTIVAÑEZ,Abierta,.
COCHABAMBA 1,80980342,PAULO FREIRE,Regular,Privada,R.A. 168/2024,16/1/2024,CALA CALA,AV. LIBERTADOR BOLIVAR N° 1512,Abierta,.
COCHABAMBA 1,80980121,CONCORDIA,Regular,Fiscal,R.A. 6032/2024,19/12/2024,CALA CALA,CIRCUNVALACION 375 ENRIQUE ARCE,Abierta,.
COCHABAMBA 1,80980599,MARIANO ANTEZANA B,Regular,Fiscal,R.A. 0772/2017,28/3/2017,CALA CALA,PASOSKANKI S/N PLAZA HERNANDO SILES,Abierta,.
COCHABAMBA 1,80980014,ELENA ARZE DE ARZE,Regular,Fiscal,3682/2000,8/8/2000,CALA CALA,CALLE ADELA ZAMUDIO,Abierta,.
COCHABAMBA 1,80980441,EL ARCA DE NOE,Regular,Privada,0721/97,14/3/1997,CALA CALA,CALLE PASOSKANKI Nro 2121,Cerrada,.
COCHABAMBA 1,80980439,MONTESSORI COCHABAMBA,Regular,Privada,R.A. 5075/2018,9/11/2018,CALA CALA,KOLLASUYU N° 648,Abierta,.
COCHABAMBA 1,80980043,INMACULADA CONCEPCION,Regular,Convenio,R.A. 01023/2009,29/5/2009,CALA CALA,AV. BENI Y SANTA CRUZ,Abierta,.
COCHABAMBA 1,80980119,CLUB DE LEONES A,Regular,Fiscal,1075,14/11/1994,CALA CALA,CIRCUNVALACION 375 ENRIQUE ARCE,Abierta,.
COCHABAMBA 1,80980120,CLUB DE LEONES B,Regular,Fiscal,R.A. 01042/2009,29/5/2009,CALA CALA,CIRCUNVALACION 375 ENRIQUE ARCE,Abierta,.
COCHABAMBA 1,80980346,SANTA ANA DE CALA CALA MARYKNOLL,Regular,Privada,R.A. 0075/2020,2/3/2020,CALA CALA,AVENIDA JUAN DE LA ROSA Nro 708,Abierta,.
COCHABAMBA 1,80980201,GERMAN BUSCH,Regular,Fiscal,R.A. 6046/2024,19/12/2024,CALA CALA,PASOSKANKI S/N PLAZA HERNANDO SILES,Abierta,.
COCHABAMBA 1,80980357,ADELA ZAMUDIO,Regular,Privada,219,18/2/1963,CALA CALA,CALLE ENRIQUE ARZE Nro 2105,Cerrada,.
COCHABAMBA 1,80980333,TESORITO,Regular,Privada,R.A. 4636/2022,15/8/2022,CALA CALA,LUCAS MENDOZA 529,Abierta,.
COCHABAMBA 1,80980011,JESUS LARA,Regular,Fiscal,R.A. 6033/2024,19/12/2024,CALA CALA,CIRCUNVALACION 375 ENRIQUE ARCE,Abierta,.
COCHABAMBA 1,80980316,CONSIPE,Regular,Fiscal,R.A. 1235/2009,25/6/2009,CALA CALA,COCHABAMBA,Cerrada,.
COCHABAMBA 1,80980403,GUIDO VILLAGOMEZ,Regular,Privada,3147,29/12/1988,CALA CALA,MAN CESPED WASHINGTON Nro 293,Cerrada,.
COCHABAMBA 1,80980527,MAGIC KIDS CALA CALA,Regular,Privada,R.A. 1998/2021,25/8/2021,CALA CALA,PASOSKANKI 120,Abierta,.
COCHABAMBA 1,80980202,MARIANO ANTEZANA,Regular,Fiscal,R.A. 6037/2024,19/12/2024,CALA CALA,PASOSKANKI S/N PLAZA HERNANDO SILES,Abierta,.
COCHABAMBA 1,80980548,DISNEY KIDS,Regular,Privada,R.A. 0174/2010,29/1/2010,CALA CALA,FELIX DEL GRANADO ESQUINA LUCAS MENDOZA,Cerrada,.
COCHABAMBA 1,80980690,LA CASITA DE FREIRE,Regular,Privada,R.A 169/2024,16/1/2024,CALA CALA,CALLE ENRIQUE ARCE NRO. 1860,Abierta,.
COCHABAMBA 1,80980044,CRISTO REDENTOR,Regular,Convenio,R.A. 6031/2024,19/12/2024,CALA CALA,AV. BENI Y SANTA CRUZ,Abierta,.
COCHABAMBA 1,80980451,BENJAMIN IRIARTE ROJAS,Alternativa y Especial,Fiscal,R.M. 0764/2019,10/7/2019,CALA CALA,PASOSKANKI S/N PLAZA HERNANDO SILES,Abierta,.
COCHABAMBA 1,80980320,COCHABAMBA,Alternativa y Especial,Fiscal,R.A. 2934/2013,14/11/2013,CALA CALA,CALLE ADELA ZAMUDIO,Abierta,.
COCHABAMBA 2,80980236,DR. FELIX CAPRILES,Regular,Fiscal,R.A. 2964/2011,16/11/2011,CENTRAL,CHIMBA ENTRE GASPAR MIGUEL Y CECILIO G. DE ROJAS,Abierta,.
COCHABAMBA 2,80980237,MAYOR DESIDERIO ROCHA,Regular,Fiscal,R.A. 224/2018,25/1/2018,CENTRAL,CHIMBA ENTRE GASPAR MIGUEL Y CECILIO G. DE ROJAS,Abierta,.
COCHABAMBA 2,80980179,RAFAEL CANEDO,Regular,Fiscal,R.A. 758/2012,11/4/2012,CENTRAL,C/F. JIMENEZ ENTRE AV. VIRREIRA (FINAL BASE AEREA) PARADA MICRO U S/N,Abierta,.
COCHABAMBA 2,80980582,CEPEAD II,Alternativa y Especial,Fiscal,R.M. 532/2013,13/8/2013,CENTRAL,AV. ECUADOR ENTRE 25 DE MAYO Y SAN MARTIN,Cerrada,.
COCHABAMBA 2,80980581,CEPEAD I,Alternativa y Especial,Fiscal,R.M. 532/2013,13/8/2013,CENTRAL,AV. ECUADOR ENTRE 25 DE MAYO Y SAN MARTIN,Cerrada,.
COCHABAMBA 1,80980230,DANIEL SALAMANCA TARDE,Regular,Fiscal,0557/99,1/3/1999,CENTRAL,SANTIVAÑEZ Nro 553,Abierta,.
COCHABAMBA 1,80980263,12 DE ABRIL,Regular,Fiscal,1966/2000,13/7/2000,CENTRAL,NATANIEL AGUIRRE Y AROMA Nro 817,Abierta,.
COCHABAMBA 1,80980102,EUFRONIO VISCARRA,Regular,Fiscal,R.A. 5728/2024,11/12/2024,CENTRAL,JUNIN ESQUINA HEROINAS Nro 118,Abierta,.
COCHABAMBA 1,80980331,SANTO TOMAS DE AQUINO,Regular,Privada,157,31/1/1989,CENTRAL,QUIJARRO Nro 1982 ESQ. AV. CIRCUNVALACION,Cerrada,.
COCHABAMBA 1,80980336,SAGRADO CORAZON,Regular,Privada,0062/97,10/1/1997,CENTRAL,AV. AYACUCHO ENTRE LA PAZ Y TTE. AREVALO,Abierta,.
COCHABAMBA 1,80980103,LA PAZ,Regular,Fiscal,3032/2000,17/7/2000,CENTRAL,JUNIN ESQUINA HEROINAS Nro 118,Abierta,.
COCHABAMBA 1,80980378,COCHABAMBA,Regular,Privada,86,26/1/1987,CENTRAL,JORDAN Nro 236 ENTRE JUNIN Y HAMIRAYA,Abierta,.
COCHABAMBA 1,80980238,OBISPO GRANADO,Regular,Fiscal,R.A. 2486/2010,1/11/2010,CENTRAL,SANTIVAÑEZ Nro 448,Cerrada,.
COCHABAMBA 1,80980645,VIVIR EN ARMONIA,Regular,Privada,R.A. 0731/2019,29/11/2019,CENTRAL,CALLE CHUQUISACA N° 565  ENTRE LANZA Y VALDIVIESO,Abierta,.
COCHABAMBA 1,80980386,BANCARIA,Regular,Privada,22511,13/8/1998,CENTRAL,AVENIDA HEROINAS Nro 341,Cerrada,.
COCHABAMBA 1,80980399,ALTO RENDIMIENTO,Regular,Privada,0111/98,15/1/1998,CENTRAL,CALLE LA PAZ Nro 0587 ESQ. 16 DE JULIO,Cerrada,.
COCHABAMBA 1,80980065,MEJILLONES B,Regular,Fiscal,3612/2000,1/8/2000,CENTRAL,ECUADOR Nro 179 ESQUINA BAPTISTA,Abierta,.
COCHABAMBA 1,80980290,23 DE MARZO,Regular,Fiscal,01997/2007,24/9/2007,CENTRAL,AVENIDA AYACUCHO NRO 336 ENTRE SANTIVAÑEZ Y JORDAN,Abierta,.
COCHABAMBA 1,80980175,JOSE QUINTIN MENDOZA,Regular,Fiscal,R.A. 01029/2009,29/5/2009,CENTRAL,LA PAZ ENTRE BAPTISTA Y AYACUCHO,Abierta,.
COCHABAMBA 1,80980095,REPUBLICA ARGENTINA,Regular,Fiscal,3694/2000,8/8/2000,CENTRAL,CALAMA Y 25 DE MAYO,Abierta,.
COCHABAMBA 1,80980322,HISPANO BOLIVIANO,Regular,Privada,R.A. 0016/2023,5/1/2023,CENTRAL,CALLE URUGUAY Nro 649,Abierta,.
COCHABAMBA 1,80980326,SAN MARTIN DE PORRES,Regular,Privada,179,28/1/1988,CENTRAL,AV. SAN MARTIN Nro 935,Cerrada,.
COCHABAMBA 1,80980128,RENE BARRIENTOS ORTUÑO A,Regular,Fiscal,R.A. 6039/2024,19/12/2024,CENTRAL,ECUADOR ENTRE JUNIN Y HAMIRAYA,Abierta,.
COCHABAMBA 1,80980365,EMANUEL,Regular,Privada,R.A. 1663/2011,3/8/2011,CENTRAL,CALLE BAPTISTA Nro 638,Abierta,.
COCHABAMBA 1,80980350,LA SALLE,Regular,Privada,R.A. 034/2020,27/1/2020,CENTRAL,JUNIN 200,Abierta,.
COCHABAMBA 1,80980457,ANGLO JAPONES,Regular,Privada,R. A. 0096/01,4/6/2001,CENTRAL,CALLE SANTIVAÑEZ Nº 530,Abierta,.
COCHABAMBA 1,80980388,SAN ANTONIO MARIA CLARET,Regular,Privada,R.A. 5316/2022,7/10/2022,CENTRAL,CALLE SUCRE N° 731 ENTRE 16 DE JULIO Y ANTEZANA,Abierta,.
COCHABAMBA 1,80980226,SARA UGARTE DE SALAMANCA,Regular,Fiscal,R.A. 4902/2018,26/10/2018,CENTRAL,16 DE JULIO Y BOLIVAR Nro 178,Abierta,.
COCHABAMBA 1,80980216,SIMON BOLIVAR A,Regular,Fiscal,R.A. 2485/2010,1/11/2010,CENTRAL,AVENIDA AYACUCHO ESQUINA PUNATA Nro 105,Abierta,.
COCHABAMBA 1,80980335,SAINT GERMAIN,Regular,Privada,0096/97,14/1/1997,CENTRAL,AYACUCHO Nro 528,Abierta,.
COCHABAMBA 1,80980329,SANTA ANA,Regular,Privada,R.A. 1437/2015,26/5/2015,CENTRAL,LANZA ESQUINA SUCRE Nro 291,Abierta,.
COCHABAMBA 1,80980283,WILGE RODRIGUEZ,Regular,Fiscal,R.A. 1238/2009,25/6/2009,CENTRAL,16 DE JULIO Y BOLIVAR Nro 178,Abierta,.
COCHABAMBA 1,80980324,GUINDA LINDA,Regular,Privada,765,1/12/1981,CENTRAL,TUMUSLA Nro 149,Abierta,.
COCHABAMBA 1,80980272,ALCIDES ARGUEDAS B,Regular,Fiscal,.,1/1/1900,CENTRAL,16 DE JULIO Y BOLIVAR Nro 178,Cerrada,.
COCHABAMBA 1,80980361,BOLIVIANO,Regular,Privada,1435,12/4/1990,CENTRAL,CALLE SUCRE Nro 953,Cerrada,.
COCHABAMBA 1,80980072,FELIX DEL GRANADO,Regular,Fiscal,4086/2000,9/10/2000,CENTRAL,BAPTISTA Nro 161,Abierta,.
COCHABAMBA 1,80980262,MELCHOR URQUIDI,Regular,Fiscal,R.A. 01035/2009,29/5/2009,CENTRAL,NATANIEL AGUIRRE Y AROMA Nro 817,Abierta,.
COCHABAMBA 1,80980225,RICARDO JAIMES FREYRE,Regular,Fiscal,880,12/9/1994,CENTRAL,SANTIVAÑEZ Nro 239,Abierta,.
COCHABAMBA 1,80980145,FACUNDO QUIROGA,Regular,Fiscal,R.A. 1234/2009,25/6/2009,CENTRAL,23 DE ENERO Y CHIRIGUANO S/N,Abierta,.
COCHABAMBA 1,80980364,SHALOM,Regular,Privada,R.A. 0646/2021,16/3/2021,CENTRAL,HAMIRAYA Nro 456 JORDAN Y CALAMA,Abierta,.
COCHABAMBA 1,80980323,HEIDI,Regular,Privada,R.A. 3293/2021,20/12/2021,CENTRAL,CALAMA Nro 137 ESQUINA AYACUCHO,Abierta,.
COCHABAMBA 1,80980387,AGUILAS DE AMERICA,Regular,Privada,R.A. 1607/2010,28/7/2010,CENTRAL,AVENIDA SAN MARTIN DE PORRES Nº 253 ENTRE BOLIVAR Y SUCRE,Cerrada,.
COCHABAMBA 1,80980176,MARIANO RICARDO TERRAZAS,Regular,Fiscal,R.A. 6068/2024,20/12/2024,CENTRAL,LA PAZ ENTRE BAPTISTA Y AYACUCHO,Abierta,.
COCHABAMBA 1,80980593,WILGE RODRIGUEZ  B,Regular,Fiscal,R.A. 3505/2016,9/12/2016,CENTRAL,16 DE JULIO Y BOLIVAR Nro 178,Abierta,.
COCHABAMBA 1,80980345,MARYLAND,Regular,Privada,66,13/1/1989,CENTRAL,ESPAÑA ENTRE ECUADOR Y MAYOR ROCHA Nro 380,Abierta,.
COCHABAMBA 1,80980104,JUAN CRISOSTOMO CARRILLO,Regular,Fiscal,R.A. 0890/2018,12/4/2018,CENTRAL,JUNIN Nro 113,Abierta,.
COCHABAMBA 1,80980015,BOLIVIA A,Regular,Fiscal,R.A. 951/2012,8/5/2012,CENTRAL,ECUADOR Nro 179 ESQUINA BAPTISTA,Abierta,.
COCHABAMBA 1,80980261,FRANZ TAMAYO A,Regular,Fiscal,3620/2000,1/8/2000,CENTRAL,AVENIDA AYACUCHO ESQUINA PUNATA Nro 105,Abierta,.
COCHABAMBA 1,80980146,VICTOR USTARIZ,Regular,Fiscal,R.A. 6048/2024,19/12/2024,CENTRAL,23 DE ENERO Y CHIRIGUANO S/N,Abierta,.
COCHABAMBA 1,80980424,ULISES HERMOSA GONZALES,Regular,Privada,R.A. 0032/01,16/1/2001,CENTRAL,.,Abierta,.
COCHABAMBA 1,80980453,DULCE ILUSION,Regular,Privada,R. A. 4362/2000,3/11/2000,CENTRAL,AVENIDA VILLAZON KM. 3 CARRETERA A SACABA,Cerrada,.
COCHABAMBA 1,80980359,LEONARDO DA VINCI,Regular,Privada,438/97,18/2/1997,CENTRAL,CALLE 16 DE JULIO ESQUINA CALAMA,Cerrada,.
COCHABAMBA 1,80980590,BRASIL B,Regular,Fiscal,R.A. 1298/2016,2/6/2016,CENTRAL,AVENIDA AYACUCHO ESQUINA PUNATA Nro 105,Abierta,.
COCHABAMBA 1,80980328,SANTA MARIA MICAELA,Regular,Privada,R.A. 0730/2019,29/11/2019,CENTRAL,CALLE JORDAN Nro 163,Abierta,.
COCHABAMBA 1,80980071,MARIANO BAPTISTA,Regular,Fiscal,R.A. 4574/2023,20/10/2023,CENTRAL,BAPTISTA Nro 583,Abierta,.
COCHABAMBA 1,80980068,COCHABAMBA D,Regular,Fiscal,R.A. 953/2012,8/5/2012,CENTRAL,BAPTISTA Nro 261,Abierta,.
COCHABAMBA 1,80980409,BOLIVIANO CROATA,Regular,Privada,0365/99,2/2/1999,CENTRAL,25 DE MAYO Y LADISLAO CABRERA Nro 628,Abierta,.
COCHABAMBA 1,80980069,MANUEL ASCENCIO VILLARROEL,Regular,Fiscal,R.A. 6041/2024,19/12/2024,CENTRAL,BAPTISTA Nro 261,Abierta,.
COCHABAMBA 1,80980372,COSMOS,Regular,Privada,495,2/5/1986,CENTRAL,ESTEBAN ARZE Nro 551,Cerrada,.
COCHABAMBA 1,80980363,FRANCIA,Regular,Privada,4,8/1/1960,CENTRAL,HEROINAS Nro 265,Cerrada,.
COCHABAMBA 1,80980073,BRASIL,Regular,Fiscal,R.A. 1231/2009,25/6/2009,CENTRAL,BAPTISTA Nro 161,Cerrada,.
COCHABAMBA 1,80980314,FRANZ TAMAYO B,Regular,Fiscal,R.A. 1997/2021,25/8/2021,CENTRAL,AVENIDA AYACUCHO NRO 336 ENTRE SANTIVAÑEZ Y JORDAN,Abierta,.
COCHABAMBA 1,80980215,FEDERICO AGUILO,Regular,Fiscal,R.A. 1232/2009,25/6/2009,CENTRAL,AVENIDA AYACUCHO ESQUINA PUNATA Nro 105,Abierta,.
COCHABAMBA 1,80980454,KHOCHAPAMPA,Regular,Privada,R. A. 042/03,6/2/2003,CENTRAL,AVENIDA AYACUHO Nº 727 ENTRE LA PAZ Y TTE. AREVALO,Abierta,.
COCHABAMBA 1,80980016,MEJILLONES A,Regular,Fiscal,2864/2000,17/7/2000,CENTRAL,BAPTISTA Nro 285,Abierta,.
COCHABAMBA 1,80980274,DARIO MONTAÑO,Regular,Fiscal,.,1/1/1900,CENTRAL,16 DE JULIO Y BOLIVAR Nro 178,Cerrada,.
COCHABAMBA 1,80980192,ROBERTO ALVARADO DAZA,Regular,Fiscal,R.A. 3122/2009,21/12/2009,CENTRAL,NATANIEL AGUIRRE Nro 576,Abierta,.
COCHABAMBA 1,80980001,ABAROA A,Regular,Fiscal,3824/2000,10/8/2000,CENTRAL,AVENIDA AYACUCHO NRO 336 ENTRE SANTIVAÑEZ Y JORDAN,Abierta,.
COCHABAMBA 1,80980379,CARIÑOSITO,Regular,Privada,R.A. 047/2020,4/2/2020,CENTRAL,PASAJE SAN RAFAEL Nro 230,Abierta,.
COCHABAMBA 1,80980127,8 DE MAYO,Regular,Fiscal,1956/01,23/1/2001,CENTRAL,ECUADOR ENTRE JUNIN Y HAMIRAYA,Abierta,.
COCHABAMBA 1,80980067,INGAVI,Regular,Fiscal,3044/2000,24/7/2000,CENTRAL,BAPTISTA Nro 583,Cerrada,.
COCHABAMBA 1,80980194,NESTOR GALINDO,Regular,Fiscal,1960/2000,13/7/2000,CENTRAL,NATANIEL AGUIRRE Nro 576,Abierta,.
COCHABAMBA 1,80980384,BOLIVIANO ARGENTINO,Regular,Privada,R.A. 0240/2016,12/2/2016,CENTRAL,CALLE BAPTISTA Nro 171,Abierta,.
COCHABAMBA 1,80980575,COLOMBIERE,Regular,Privada,R.A. 0870/2013,3/5/2013,CENTRAL,AVENIDA BALLIVIAN Nº 537,Cerrada,.
COCHABAMBA 1,80980395,LATINOAMERICANO,Regular,Privada,168,26/3/1985,CENTRAL,CALLE URUGUAY Nro 836,Abierta,.
COCHABAMBA 1,80980344,WALTER ROSALES,Regular,Privada,0366/97,7/2/1997,CENTRAL,OQUENDO Nro 763,Cerrada,.
COCHABAMBA 1,80980217,SIMON BOLIVAR B,Regular,Fiscal,R.A. 01025/2009,29/5/2009,CENTRAL,AVENIDA AYACUCHO ESQUINA PUNATA Nro 105,Abierta,.
COCHABAMBA 1,80980390,ALEMAN SANTA MARIA,Regular,Privada,R.A. 035/2020,27/1/2020,CENTRAL,ANTEZANA Nro 159,Abierta,.
COCHABAMBA 1,80980304,"ESC. ARTES PLASTICAS "" RAUL G. PRADA """,Regular,Fiscal,.,1/1/1900,CENTRAL,JUNIN Nro 113,Cerrada,.
COCHABAMBA 1,80980394,13 DE MARZO,Regular,Privada,1074,15/8/1993,CENTRAL,CALLE GENERAL ACHA Nro 186 Y JUNIN,Cerrada,.
COCHABAMBA 1,80980356,6 DE JUNIO,Regular,Privada,254,15/5/1996,CENTRAL,CALLE SANTIVAÑEZ Nro 430,Cerrada,.
COCHABAMBA 1,80980094,JULIO PAZ TERRAZAS,Regular,Fiscal,3622/2000,1/8/2000,CENTRAL,CALAMA Y 25 DE MAYO,Abierta,.
COCHABAMBA 1,80980193,27 DE MAYO A,Regular,Fiscal,R.A. 6036/2024,19/12/2024,CENTRAL,NATANIEL AGUIRRE Nro 576,Abierta,.
COCHABAMBA 1,80980126,COBIJA,Regular,Fiscal,R.A. 3056/2017,27/10/2017,CENTRAL,ECUADOR Nro 179 ESQUINA BAPTISTA,Abierta,.
COCHABAMBA 1,80980105,JUANA AZURDUY DE PADILLA,Regular,Fiscal,R.A. 0346/2019,30/5/2019,CENTRAL,JUNIN Nro 113,Abierta,.
COCHABAMBA 1,80980366,ESTADOS UNIDOS,Regular,Privada,1313/97,1/7/1997,CENTRAL,CALLE ESTEBAN ARZE Nro 1060,Abierta,.
COCHABAMBA 1,80980229,DANIEL SALAMANCA MAÑANA,Regular,Fiscal,3038/2000,18/7/2000,CENTRAL,SANTIVAÑEZ Nro 553,Abierta,.
COCHABAMBA 1,80980367,ESPAÑA,Regular,Privada,R.A. 3550/2018,21/8/2018,CENTRAL,PLAZA VIRREY TOLEDO ACERA SUD Nro 1313,Abierta,.
COCHABAMBA 1,80980493,27 DE MAYO,Alternativa y Especial,Fiscal,7064/2005,27/12/2005,CENTRAL,NATANIEL AGUIRRE Nro 576,Abierta,.
COCHABAMBA 1,80980450,MARIANO RICARDO TERRAZAS A,Alternativa y Especial,Fiscal,6250/2024,27/12/2005,CENTRAL,LA PAZ ENTRE BAPTISTA Y AYACUCHO,Abierta,.
COCHABAMBA 1,80980492,REBECA DE LA VEGA VDA. DE UNZAGA,Alternativa y Especial,Fiscal,6597/2005,15/12/2005,CENTRAL,SANTIVAÑEZ Nro 553,Abierta,.
COCHABAMBA 1,80980446,AUDIOLOGIA LUCY ARGANDOÑA DE CESPEDES,Alternativa y Especial,Convenio,2373/2018,29/5/2018,CENTRAL,GENERAL ACHA Nro 677,Abierta,.
COCHABAMBA 1,80980420,PACIFICO FELETTI,Alternativa y Especial,Fiscal,.,1/1/1900,CENTRAL,AV. HEROINAS ENTRE AYACUCHO Y BAPTISTA,Cerrada,.
COCHABAMBA 1,80980456,MARIA JOSEFA MUJIA,Alternativa y Especial,Fiscal,7004/2005,21/12/2005,CENTRAL,CALAMA Y 25 DE MAYO,Abierta,.
COCHABAMBA 1,80980321,ABAROA C,Alternativa y Especial,Fiscal,R.A.  6246/2024,31/12/2024,CENTRAL,AVENIDA AYACUCHO NRO 336 ENTRE SANTIVAÑEZ Y JORDAN,Abierta,.
COCHABAMBA 1,80980516,JOSEFINA GOITIA,Alternativa y Especial,Fiscal,6600,15/12/2005,CENTRAL,ECUADOR Nro 179 ESQUINA BAPTISTA,Abierta,.
COCHABAMBA 1,80980567,SANTA MARIA,Alternativa y Especial,Convenio,R.A. 1737/2011,15/8/2011,CENTRAL,ANTEZANA Nro 159,Abierta,.
COCHABAMBA 1,80980488,DON BOSCO D,Alternativa y Especial,Fiscal,6229/2024,10/7/2019,CENTRAL,JUNIN ESQUINA HEROINAS Nro 118,Abierta,.
COCHABAMBA 1,80980569,PNP COCHABAMBA 3,Alternativa y Especial,Fiscal,R.M. 246/2012,15/5/2012,CENTRAL,CALLE ECUADOR Nº 442,Abierta,.
COCHABAMBA 1,80980498,JULIO TERAN ROCHA,Alternativa y Especial,Fiscal,7061,27/12/2005,CENTRAL,JUNIN Nro 113,Abierta,.
COCHABAMBA 1,80980539,CREATIVE KIDS,Regular,Privada,0851/2006,24/4/2006,CENTRAL - QUERU QUERU,AVENIDA CIRCUNVALACIÓN N° 643,Abierta,.
